,sentiment,title,review,sentiment_label,review_clean
1020,3.0,Came without wall anchors,"This seems like it will do the job, but I haven’t been able to install it yet because wall anchors were not included in the package (they are listed on the materials checklist with the instructions).",1,"['seems', 'like', 'job', 'able', 'install', 'yet', 'wall', 'included', 'package', 'material', 'instruction']"
1021,2.0,Lacks accuracy,"I love the reminder glow and how it syncs with Fitbit... but when I fill it I’ve suddenly consumed 1-6 oz before actually consuming it! I fill it, let it sit for well past the recommended time, but somehow I have magically consumed water without physically consuming it. 3 empty bottles indicates I have consumed 82 oz instead of 72 oz... 3x24oz).",1,"['love', 'fitbit', 'fill', 'actually', 'fill', 'let', 'sit', 'well', 'past', 'recommended', 'time', 'water', 'without', 'bottle', 'instead']"
1022,4.0,My 12 yr old LOVES this bike,"So the bike took ~1 hour for me to assemble (I was watching a movie) but was not difficult.  I would say you do need some familiarity around tools and how things work but no need to be an expert.  The bike is well made, rides smooth and my 12 year old son really likes this bike.",0,"['bike', 'took', 'hour', 'assemble', 'watching', 'difficult', 'say', 'need', 'around', 'tool', 'thing', 'work', 'need', 'bike', 'well', 'made', 'ride', 'smooth', 'year', 'old', 'son', 'really', 'like', 'bike']"
1023,3.0,Lens is blurry,These were ok just kind of blurry lens. I don’t recommend them,1,"['kind', 'recommend']"
1024,5.0,Super Convenient,My wife and I have taken these on a few hiking treks and been very happy with them. Just the right amount of water to have ample supply without lugging too much around. They're comfortable to wear and are well-constructed.,0,"['wife', 'taken', 'hiking', 'happy', 'right', 'amount', 'water', 'without', 'much', 'around', 'comfortable', 'wear', 'well']"
1025,5.0,We like them!,Nice. Light. Easy to carry. Comfortable. I’d buy again.,0,"['nice', 'light', 'easy', 'carry', 'comfortable', 'buy']"
1026,2.0,Cheap//not worth it,"Extremely thin and see through, weird material that’s different from other sun protection shirts I’ve bought.",1,"['extremely', 'thin', 'see', 'weird', 'material', 'different', 'sun', 'protection', 'shirt', 'bought']"
1027,2.0,Significantly heavier than advertised,"This multitool is solidly built and works well, but the weight as advertised is way off. It's advertised as 70g (2.5oz) but actually weights 122g (4.3oz) which is 75% heavier! Considering that I bought this because it was the lightest weight 10 function tool I could find, I'm disappointed.",1,"['built', 'work', 'well', 'weight', 'advertised', 'way', 'advertised', 'actually', 'weight', 'heavier', 'bought', 'weight', 'function', 'tool', 'find', 'disappointed']"
1028,1.0,Worked way better for 7,"Must be old lune sitting around too long. Kept bird nesting on me all day. Finally stripped it off, went down to local fishing store and put on some Berkley Fluor.  Worked way better for 7 bucks",1,"['must', 'old', 'sitting', 'around', 'long', 'kept', 'day', 'finally', 'went', 'fishing', 'store', 'put', 'worked', 'way', 'better']"
1030,5.0,Great quality for a lasting experience!,"The first badminton set we bought last year hardly lasted the season - poor quality and pretty inexpensive - we wanted to see if the kids would stick with the game, so, this one is the quality replacement - and, wow, the difference!  Better everything - net, poles, racquets and birdies.  It also came with a volleyball, so we can switch games.  This was a great choice!",0,"['first', 'set', 'bought', 'last', 'year', 'lasted', 'season', 'poor', 'quality', 'pretty', 'wanted', 'see', 'kid', 'stick', 'game', 'one', 'quality', 'replacement', 'difference', 'better', 'everything', 'net', 'pole', 'also', 'came', 'switch', 'game', 'great', 'choice']"
1031,3.0,Comfortable,"This pillow is comfortable, but still provides support. You could sit on this for a long time and not become uncomfortable.  However, it is sort of small. I expect you can only do sitting poses or poses that don't require a lot of room. The design has rich colors and is unique. However, I think for the price and the size, that I wouldn't recommend this for a yoga pillow. It would be more ideal for meditation.",1,"['pillow', 'comfortable', 'still', 'provides', 'support', 'sit', 'long', 'time', 'uncomfortable', 'however', 'sort', 'small', 'expect', 'sitting', 'lot', 'room', 'design', 'color', 'however', 'think', 'price', 'size', 'recommend', 'yoga', 'pillow']"
1032,5.0,Perfect for physical therapy,perfect for doing my physical therapy exercises at home,0,"['perfect', 'physical', 'exercise', 'home']"
1033,3.0,too expensive,"Same bottle sturdier offered at wally world.  May be sold out so I was stuck ordering here.  I paid 3 times more here than otherwise.  Will stock up when I see them again.<br /><br />BUT, if you like this container previously, this one will do just fine!  Buy it.",1,"['bottle', 'may', 'stuck', 'paid', 'time', 'otherwise', 'see', 'like', 'container', 'one', 'fine', 'buy']"
1034,3.0,a lot thinner then what I thought it was,no information about this tire at all on kenda site or amazon I bought cause kenda is known brand and i msaw the orange partr I thought it would be thick NOPE it is as thin as other cheap tires in this range,1,"['information', 'tire', 'amazon', 'bought', 'cause', 'brand', 'thought', 'thick', 'thin', 'cheap', 'tire', 'range']"
1035,3.0,"Very Attractive, Poorly Fitting Lid","Bought this for my mom who just got a K-Cup brewer and her tall travel mug wouldn't fit in the brewer. She would give this 4 or 5 stars but I don't reward flawed design. I tried literally for nearly an hour to find a position to place the lid so when you screw it down the opening is at a right angle to the handle. This is how you expect to be able to comfortably drink your coffee. I must have tried fifty times or more and I never ONCE got the lid to screw on 'right'.<br />I would have, had I bought it for myself, returned it the day I received it but my mother absolutely loves the blue colors and patterns and she makes do drinking awkwardly from the lid. I'm only giving this 3 stars because she asked me not to give it the 2 I think it deserves. Pretty doesn't trump function.  While it does keep coffee hot for a couple of hours the lid not lining up correctly would be a deal breaker for me. My mom is more forgiving.",1,"['bought', 'got', 'cup', 'tall', 'travel', 'mug', 'fit', 'give', 'star', 'design', 'tried', 'literally', 'hour', 'find', 'position', 'place', 'lid', 'screw', 'opening', 'right', 'handle', 'expect', 'able', 'comfortably', 'drink', 'coffee', 'must', 'tried', 'time', 'never', 'got', 'lid', 'screw', 'bought', 'returned', 'day', 'received', 'absolutely', 'love', 'blue', 'color', 'make', 'drinking', 'lid', 'star', 'give', 'think', 'pretty', 'doe', 'function', 'doe', 'keep', 'coffee', 'hot', 'couple', 'hour', 'lid', 'correctly', 'deal']"
1036,4.0,Excellent Little Tool To Have Camping Or Roughing It,"I have been trying to get various bug zappers to bring with my family when we go to areas that are not close to a plug.  This one is interesting.  Let's take a look.<br /><br />HOW THIS COMES<br />This comes in a small box with instructions.<br /><br />CLOSED<br />Closed this is used for a light.  It has brighter white light, dimmed light and a warning red light.<br /><br />OPEN<br />Open this has the ability to zap bugs.<br /><br />HOW WELL DOES THIS PERFORM?<br />This performs well as a light, but as a bug zapper, it really is not the season for heavy bugs like we will be having later in the season.  I have not been able to catch the few tiny moths in the house, nor the few tiny fruit flies.  That is no surprise, however, because this zapper is not very big and these guys have been all over the house.<br /><br />The light part is nice for using when necessary to see at night.  During power outages it also will be handy.<br /><br />HOW THIS RUNS<br />This runs not only on USB charging,, but also works with AAA batteries(3) which don't come with it.<br /><br />CHARGE TIME<br />This took a couple of hours to charge up fully and it lasts a few hours depending on how it is used.  I usually charge after that, so I have not let it run completely down yet.<br /><br />CAN IT HANG FROM CENTER OF TENT?<br />This does make a good light for hanging from the center of the tent when you want to see with an overhead light.  It also would do well in that position as a bug zapper.  It has a handle so you can twist tie it to the loops.<br /><br />THE BOTTOM LINE<br />For using at a camp site or on a deck in summer, this is a nice little light to have at the table at night, or use for walking at night around a camp site.  As for bug zapper, in the tent, I would have to have some eye masks to sleep with.  The light would be too bright for me to sleep with.<br /><br />MY RATING<br />FOUR STARS.  If this turns out to be a bug zapping wonder, I will stop by and update my rating on this zapper/light.  As it is now, it works, seems to do what it is supposed to do, but situations are not dire enough to see how good it really is.",0,"['trying', 'get', 'various', 'bug', 'family', 'area', 'close', 'plug', 'one', 'let', 'take', 'look', 'come', 'come', 'small', 'box', 'instruction', 'closed', 'closed', 'used', 'light', 'white', 'light', 'light', 'red', 'light', 'open', 'open', 'ability', 'bug', 'well', 'doe', 'well', 'light', 'bug', 'really', 'season', 'heavy', 'bug', 'like', 'later', 'season', 'able', 'catch', 'tiny', 'house', 'tiny', 'fly', 'however', 'big', 'guy', 'house', 'light', 'part', 'nice', 'using', 'see', 'night', 'power', 'also', 'handy', 'run', 'run', 'usb', 'charging', 'also', 'work', 'battery', 'come', 'charge', 'time', 'took', 'couple', 'hour', 'charge', 'fully', 'last', 'hour', 'used', 'usually', 'charge', 'let', 'run', 'completely', 'yet', 'hang', 'center', 'tent', 'doe', 'make', 'good', 'light', 'center', 'tent', 'want', 'see', 'light', 'also', 'well', 'position', 'bug', 'handle', 'twist', 'tie', 'loop', 'bottom', 'line', 'using', 'camp', 'summer', 'nice', 'little', 'light', 'table', 'night', 'use', 'walking', 'night', 'around', 'camp', 'bug', 'tent', 'eye', 'mask', 'sleep', 'light', 'bright', 'sleep', 'rating', 'four', 'star', 'turn', 'bug', 'stop', 'update', 'rating', 'light', 'work', 'seems', 'supposed', 'enough', 'see', 'good', 'really']"
1037,5.0,Good cover for the golf cart,"I have to store my golf card outdoors this winter and got this to cover it.  THe material is very heavy and it covers my Yamaha golf card fine.  I don't know how it will hold up during the Winter months, but so far it's doing ok.<br />It comes in a nice storage bag and does the job.",0,"['store', 'golf', 'card', 'winter', 'got', 'cover', 'material', 'heavy', 'cover', 'golf', 'card', 'fine', 'know', 'hold', 'winter', 'month', 'far', 'come', 'nice', 'storage', 'bag', 'doe', 'job']"
1038,5.0,She loves it!,Granddaughter plays with it often.  Easy for toddlers.,0,"['play', 'often', 'easy']"
1039,5.0,I built a home gym and used to have knee pain,"I used to use a standard compression knee brace, and still use that when walking/running. These are perfect for lifting heavy - and I use them when I squat in my home gym.<br /><br />I love that you can adjust the compression to your own needs…never knew I needed these until I bought them!!<br /><br />Give them a shot. I’m very pleased with these and wear them twice a week on heavy leg day.<br /><br />DONT SKIP LEG DAY!!",0,"['used', 'use', 'standard', 'knee', 'still', 'use', 'walking', 'running', 'perfect', 'heavy', 'use', 'home', 'gym', 'love', 'adjust', 'need', 'never', 'needed', 'bought', 'give', 'pleased', 'wear', 'week', 'heavy', 'leg', 'day', 'do', 'nt', 'leg', 'day']"
1040,5.0,Trust the brand- total quality!!,"After a failed attempt at an off brand set of ankle weights.. I felt it best to trust the “big guns” when it comes to athletics and sports equipment.. Ha! Adidas didn’t disappoint- they know what they’re doing and have perfected the art.. Duh!! (Shame on me for doubting there would be a difference!)<br /><br />Compared to others- these weights are leaps and bounds more compatible to the human body.. they are not just a ring of weights with a buckle, end of story! This set has been put to the test in its design and the cut.. Wow! This actually contours with the ankle or wrist- personally, I find it best fits the ankle! But, can definitely be used on either. Using a soft material this shows attention to detail in the cut.. NO sharp edges or corners to irritate the skin. Believe me- this makes all the difference. (with my cheaper set I had cotton stuffed in my sock to combat sharp edging.. which failed me btw and was so not practical!!)<br /><br />The interior sand or gel(?) used to create the weight is evenly disbursed which also is a necessity. Placement depends on muscles strengthen appropriately- and this does it’s job in spades. Note: if unsure which size weight to order.. keep in mind user activity and length of time! Trust me, even 2-3lb. seem light.. right up until 10min. into a run, workout, or even a walk- and you will feel it adding a difference! I chose 3lb. and find it compatible for those at an intermediate workout level.<br /><br />Definitely recommend and admit its worth the extra investment to purchase a set from a trusted athletic company- you won’t be disappointed! Hoping this info can help your decision.. stay safe.",0,"['brand', 'set', 'ankle', 'weight', 'felt', 'best', 'trust', 'big', 'gun', 'come', 'equipment', 'didn', 'know', 'difference', 'compared', 'others', 'weight', 'body', 'ring', 'weight', 'end', 'set', 'put', 'test', 'design', 'cut', 'actually', 'ankle', 'wrist', 'personally', 'find', 'best', 'fit', 'ankle', 'definitely', 'used', 'either', 'using', 'soft', 'material', 'show', 'cut', 'sharp', 'edge', 'skin', 'believe', 'make', 'difference', 'cheaper', 'set', 'sock', 'sharp', 'sand', 'used', 'weight', 'also', 'muscle', 'doe', 'job', 'note', 'size', 'weight', 'order', 'keep', 'mind', 'user', 'activity', 'length', 'time', 'trust', 'even', 'seem', 'light', 'right', 'run', 'workout', 'even', 'walk', 'feel', 'difference', 'chose', 'find', 'workout', 'level', 'definitely', 'recommend', 'worth', 'extra', 'purchase', 'set', 'company', 'won', 'disappointed', 'hoping', 'info', 'help', 'decision', 'stay', 'safe']"
1041,5.0,"Quality, taste, & smell is as expected. Rehydrates well, tastes good dry. Mix of chunks & powder","--->>>Cooked, freeze dried chicken in a #10 (ie ""number ten"") can. Just under 1 lb of chicken. Can eat as is, or rehydrate. Mix of chunks, shreds, and powder. Best use is as a compliment to a dish, rather than as the focus of a plate. Think chicken tacos, soups, casseroles.. stuff like that. Might be ok made into a chicken salad sandwich. Smells like chicken, tastes like chicken. Is on par with other freeze dried chicken. It is no worse than other brands, might be better than some I had. If price looks good to you, and you want a trusted brand, then this ReadyWise freeze dried chicken will be a welcome addition to your food supplies.<br /><br />I do not rate on price, if I did then I would be rating low. $120 is steep. Prices fluctuate, we all have different budgets, needs, preferences. And current market for emergency food is volatile. I am a bit of a prepper, and I do include emergency packaged products into my long-term storage. I am keenly aware of price fluctuations and that some brands are simply marked at a premium price. ReadyWise is definitely one of them, by far. Nearly double in some comparisons. A more budget friendly option is Augason. Just need to shop around. I can say that this is quality chicken, quality brand, and the extra may be worth it.  So with this review I will focus on quality, and include some ramblings regarding filling out your pantry and why, Things to think about.<br /><br />I really don't focus on ""emergency"" packed foods. I buy my usual canned/boxed/bagged foods a little at a time, and rotate. I stack my fridge and freezer. I should learn to can and prep my own foods better.  In more recent times I have been adding in emergency packed products but usually only when they are on sale.  Always been a bit of a ""prepper"", since I was a toddler it seems, haha. It has served me well through power outages, sicknesses, unemployment, and even bigger stuff like the pandemic, and now... *vaguely gestures around* everything else that is going on. Prices are all over the place, sometimes food isnt available (many times this year I have gone to a store and they have been 100% out of basic chicken, and I am not about to drive all over to find chicken, waste gas time money.. ). I've never been one to be without when anything has come up. I never did ""emergency food"" if only because I didn't have the budget. I would stick with typical foods and try to store them well. Well now I have a little more wiggle room in my budget, and with the on and off sales of long term storage (20+ years), I take advantage when I can. This ReadyWise is really expensive at $120 per can, AND it has a best buy date of only a few years out. It really should have at least 10 years, and upwards of 25. It is packed the same as other emergency food brands, so I would think that this too should be fine for the duration. UNLESS they mean once opened.. then yeh, I can understand that shorter date. Either way, its all fine by me (when stored under proper conditions food like this should last forever).<br /><br />I've been adding in emergency packed items to further shore up my options. Chicken is versatile, and I can share some with my dogs and cats if need be (don't forget to prep for them too!). I like buying the #10 cans and tucking them away. Forgetting about them. They stack well, have a uniform appearance, and if they are anything like other brands, the #10 cans should float. I don't live in a flood zone, but these should stand up to water, even with denting. Just remember, all food products are sold based on weight, not volume. Expect to see a half empty can on many foods. Most companies don't do different sized cans because of the preference for uniformity. I tend to see #10 cans, small buckets, large buckets, and the occasional barrel. They all stack.<br /><br />Does the term prepper freak you out? Everyone's SHTF scenario varies. Doesn't need to be doomsday. I have lived through enough and experience enough that I am always grateful for a little PROACTIVE thinking. Has gotten me through A LOT. It could be bad weather (tornadoes, hurricanes, blizzards, ice storms), could be illness (simple headache to viral and beyond), could be road trip gone wrong (you do keep supplies in your car too, right?!), could be unemployment, sky rocketing prices (yesterday's prices is money in my pocket today) or power outage, or lack of transportation, or oven/fridge/other appliance break down, lock downs, or bigger stuff like plagues, food shortages, supply chain issues, *cough WW3 cough*, etc. No matter the situation we all need some things to get by: we need food, water, shelter, some hygiene and medical stuff, and so on. You don't have to stack ""emergency supplies"" but you do need to stack shelf stable food items. I don't like to live by ""just in time inventory"". I prefer to have my working daily pantry, then have extra tucked away that I can pull from as needed. Can't get to the store for a few days, a week, a few weeks? I'm good.<br /><br />Buy a few extra things every single time you go to the store. Don't need to stockpile all at once. Little bit here and there adds up nicely. If you get to a spot that you feel comfortable and have the budget, then grab the ""emergency"" items like ReadyWise, Nutristore, Augason, etc offers. I like adding it in and just forgetting about it. It provides a good feeling (psychologically comforting) knowing that something is there if/when needed. Also works great as camping or hiking food (again if price is right). Looking for some practical gift giving ideas? I am a big fan of survival gear, food, tools. I'm known to give smoke detectors and batteries, fire extinguishers, rechargeable light bulbs, and for the extra special in my life-- emergency food. Ones that will recognize the importance.<br /><br />Anyway, all told.. I give 5 stars because the can arrived in perfect condition, arrived quickly, chicken smells and tastes as expected. It is exactly as it should be. Price is insane to me, but I knew the price when I ordered.",0,"['number', 'best', 'use', 'rather', 'think', 'stuff', 'like', 'might', 'made', 'smell', 'like', 'taste', 'like', 'brand', 'might', 'better', 'price', 'look', 'good', 'want', 'brand', 'addition', 'food', 'rate', 'price', 'rating', 'low', 'price', 'different', 'need', 'current', 'emergency', 'food', 'bit', 'include', 'emergency', 'product', 'long', 'storage', 'price', 'brand', 'simply', 'price', 'definitely', 'one', 'far', 'double', 'option', 'need', 'around', 'say', 'quality', 'quality', 'brand', 'extra', 'may', 'worth', 'review', 'quality', 'include', 'thing', 'think', 'really', 'emergency', 'food', 'buy', 'food', 'little', 'time', 'food', 'better', 'time', 'emergency', 'product', 'usually', 'always', 'bit', 'since', 'seems', 'well', 'power', 'even', 'bigger', 'stuff', 'like', 'around', 'everything', 'else', 'going', 'price', 'place', 'sometimes', 'food', 'available', 'many', 'time', 'year', 'store', 'basic', 'find', 'waste', 'time', 'money', 'never', 'one', 'without', 'anything', 'come', 'never', 'emergency', 'food', 'stick', 'typical', 'food', 'try', 'store', 'well', 'well', 'little', 'room', 'long', 'storage', 'year', 'take', 'really', 'expensive', 'per', 'best', 'buy', 'year', 'really', 'least', 'year', 'emergency', 'food', 'brand', 'think', 'fine', 'unless', 'mean', 'opened', 'understand', 'either', 'way', 'fine', 'food', 'like', 'last', 'emergency', 'item', 'option', 'dog', 'need', 'like', 'buying', 'away', 'well', 'anything', 'like', 'brand', 'live', 'stand', 'water', 'even', 'remember', 'food', 'product', 'based', 'weight', 'expect', 'see', 'half', 'many', 'food', 'company', 'different', 'sized', 'see', 'small', 'large', 'doe', 'everyone', 'doe', 'need', 'enough', 'experience', 'enough', 'always', 'little', 'thinking', 'gotten', 'lot', 'bad', 'weather', 'ice', 'simple', 'road', 'trip', 'wrong', 'keep', 'car', 'right', 'price', 'price', 'money', 'pocket', 'today', 'power', 'lack', 'break', 'lock', 'bigger', 'stuff', 'like', 'food', 'chain', 'issue', 'etc', 'matter', 'need', 'thing', 'get', 'need', 'food', 'water', 'stuff', 'emergency', 'need', 'food', 'item', 'like', 'live', 'time', 'prefer', 'working', 'daily', 'extra', 'away', 'pull', 'needed', 'get', 'store', 'day', 'week', 'week', 'good', 'buy', 'extra', 'thing', 'every', 'single', 'time', 'store', 'need', 'little', 'bit', 'add', 'nicely', 'get', 'spot', 'feel', 'comfortable', 'emergency', 'item', 'like', 'etc', 'offer', 'like', 'provides', 'good', 'feeling', 'something', 'needed', 'also', 'work', 'great', 'camping', 'hiking', 'food', 'price', 'right', 'looking', 'gift', 'idea', 'big', 'fan', 'gear', 'food', 'tool', 'give', 'battery', 'fire', 'light', 'extra', 'life', 'emergency', 'food', 'one', 'anyway', 'give', 'star', 'arrived', 'perfect', 'arrived', 'quickly', 'smell', 'taste', 'expected', 'exactly', 'price', 'price', 'ordered']"
1042,5.0,Looks and fits perfect,Looks just like it looks in the pictures and fits perfect,0,"['look', 'like', 'look', 'picture', 'fit', 'perfect']"
1043,5.0,"Once it's up there, it's up there.  No peeling down.",I really love this one. Very easy to install on your windshield. I ran it thru the car wash a few times and it's still standing.,0,"['really', 'love', 'one', 'easy', 'install', 'car', 'wash', 'time', 'still']"
1044,5.0,Need more,Absolutely love,0,"['absolutely', 'love']"
1045,5.0,really works,"nice to come home right after my run to put this on, colds me down right away, also strong material.",0,"['nice', 'come', 'home', 'right', 'run', 'put', 'cold', 'right', 'away', 'also', 'strong', 'material']"
1046,1.0,Honest,"These gaskets are not as wide as the original ones. They are almost half the width. When I am drinking I use my tongue to create a vacuum seal so I won't drown while I'm drinking water. I could hear air escape, while with the original ones I would hear nothing.",1,"['wide', 'original', 'one', 'almost', 'half', 'drinking', 'use', 'seal', 'drinking', 'water', 'hear', 'air', 'original', 'one', 'hear', 'nothing']"
1047,4.0,"A good value, versatile","This is a good home workout weight set. The spinning adjustable weight discs make it really easy to change up how much you are lifting for different uses and different people on the fly, and the mechanism to spin them is very satisfying and smooth. The only thing to keep in mind is that sometimes if they aren't lined up perfectly, it can be a little bit difficult to lift it up. You have to make sure sure they are lined up.<br />Also, I noticed that right out of the box the label for the brand is already starting to peel.<br />This is totally aesthetic and has no effect on how the product is used, however it feels weird to see that happen on a brand new item. Otherwise it looks pretty sleek and I'm happy to recommend it.",0,"['good', 'home', 'workout', 'weight', 'set', 'adjustable', 'weight', 'make', 'really', 'easy', 'change', 'much', 'different', 'different', 'people', 'fly', 'spin', 'smooth', 'thing', 'keep', 'mind', 'sometimes', 'perfectly', 'little', 'bit', 'difficult', 'lift', 'make', 'sure', 'sure', 'also', 'noticed', 'right', 'box', 'brand', 'already', 'totally', 'product', 'used', 'however', 'feel', 'weird', 'see', 'brand', 'new', 'item', 'otherwise', 'look', 'pretty', 'happy', 'recommend']"
1048,5.0,love this,makes a wonderful annoying sound.  bought an assortment of these calls so we could have an orchestra effect!!!!!!!!!!!!  hahhahahhhahahah!!!!!!!!!!!!!,0,"['make', 'wonderful', 'annoying', 'sound', 'bought']"
1049,3.0,Disappointed. Probably returning,"Probably going to be returning it. It's not as smooth textured as looks in advertising photos. On one side, there are very large circular areas with one the has the seam raised and is uncomfortable. It also has a large mark where it looks like it had been cut previously.",1,"['probably', 'going', 'returning', 'smooth', 'look', 'photo', 'one', 'side', 'large', 'area', 'one', 'seam', 'uncomfortable', 'also', 'large', 'mark', 'look', 'like', 'cut']"
1050,5.0,Cool,These are a nice variety of lures. You can never have enough in your tool box,0,"['nice', 'variety', 'never', 'enough', 'tool', 'box']"
1051,5.0,Nice board for money,Kid likes it 10 year old,0,"['kid', 'like', 'year', 'old']"
1052,3.0,bike front pouch,"Was thinking this was going to be more useful than it is when riding my beach cruiser... but.... it's kind of a pain to get my phone in and out of ... I have a Samsung Galaxy 7.  Not huge.. but not tiny either...  There is a zipper that you open, kind of partially to slide your phone in.  Would work more easily with a smaller phone.  I would NOT recommend if you have a larger phone.  Also... you're supposed to be able to &#34;touch&#34; your phone through the cover, but it doesn't work on my phone..  The bottom (cylinder shape) below the phone holder does hold a few small things... right now, I have the &#34;strap&#34; in there.  I end up using my toto basket much more...  cause it's easier.  Just my personal thoughts.. everyone is entitled to an opinion! I am just reporting my personal experience.",1,"['thinking', 'going', 'useful', 'riding', 'beach', 'kind', 'pain', 'get', 'phone', 'huge', 'tiny', 'either', 'zipper', 'open', 'kind', 'slide', 'phone', 'work', 'easily', 'smaller', 'phone', 'recommend', 'larger', 'phone', 'also', 'supposed', 'able', 'touch', 'phone', 'cover', 'doe', 'work', 'phone', 'bottom', 'shape', 'phone', 'holder', 'doe', 'hold', 'small', 'thing', 'right', 'strap', 'end', 'using', 'basket', 'much', 'cause', 'easier', 'thought', 'everyone', 'opinion', 'experience']"
1053,5.0,Five Stars,Just the right size to keep the sun off the face and neck.,0,"['right', 'size', 'keep', 'sun', 'face', 'neck']"
1054,1.0,To small,Runs small. I returned it. Would not fit,1,"['run', 'small', 'returned', 'fit']"
1055,1.0,Disappointing,Came cracked so sent back,1,"['came', 'sent', 'back']"
1056,3.0,Good quality but really hard,I’m out of shape so using this for only a  minute was really hard to do - it’s super dense and hard so I had to stop after a few rolls. Guess this one is better if you’re fit,1,"['shape', 'using', 'minute', 'really', 'hard', 'super', 'hard', 'stop', 'roll', 'guess', 'one', 'better', 'fit']"
1057,1.0,"Price was good, shipping good","One glass had a rough edge at the top, They were not dishwasher safe, two have already cracked. So that leaves one in four that is still usable. Price was good, shipping good.Would not buy any more.",1,"['one', 'glass', 'edge', 'top', 'safe', 'two', 'already', 'one', 'four', 'still', 'price', 'good', 'shipping', 'good', 'buy']"
1058,5.0,Good goggles,These swim goggles are fine. They work pretty well. It is a decent deal for two of them. We use them a lot during the summer. They can really help protect my kids’ eyes. They are adjustable so you can make them fit you. The kids said they were fine. They helped keep the water out. I would recommend them.,0,"['swim', 'goggles', 'fine', 'work', 'pretty', 'well', 'decent', 'deal', 'two', 'use', 'lot', 'summer', 'really', 'help', 'protect', 'kid', 'eye', 'adjustable', 'make', 'fit', 'kid', 'said', 'fine', 'keep', 'water', 'recommend']"
